OID	rank	time	OID_from
2142	No	#	#
2143	No	#	#
2144	No	#	#
2145	No	#	#
2146	No	#	#
2147	No	#	#
2148	No	#	#
2149	No	#	#
2150	No	#	#
2151	No	#	#
2152	No	#	#
2153	No	#	#
2154	No	#	#
2155	No	#	#
2156	No	#	#
2157	No	#	#
2158	No	#	#
2159	No	#	#
2160	No	#	#
2161	No	#	#
2162	No	#	#
2163	No	#	#
2164	2	82	167
2165	No	#	#
2166	No	#	#
2167	No	#	#
2168	No	#	#
2169	No	#	#
2170	No	#	#
2171	No	#	#
2172	No	#	#
2173	No	#	#
2174	No	#	#
2175	No	#	#
2176	No	#	#
2177	No	#	#
2178	4	97	1203
2179	2	74	228
2180	2	74	228
2181	2	74	228
2182	2	74	228
2183	2	74	228
2184	2	74	228
2185	5	89	610
2186	2	96	169
2187	No	#	#
2188	2	100	169
2189	No	#	#
2190	No	#	#
2191	No	#	#
2192	3	63	68
2193	4	76	1390
2194	No	#	#
2195	4	76	1390
2196	5	99	1395
2197	4	76	1390
2198	4	76	1390
2199	4	95	668
2200	5	81	1400
2201	6	81	1401
2202	4	81	1059
2203	5	81	1400
2204	4	95	668
2205	4	95	668
2206	5	57	1031
2207	2	70	563
2208	6	97	1404
2209	2	70	563
2210	2	70	563
2211	2	70	563
2212	2	70	563
2213	No	#	#
2214	No	#	#
2215	No	#	#
2216	No	#	#
2217	No	#	#
2218	No	#	#
2219	No	#	#
2220	3	88	1476
2221	4	71	591
2222	3	88	1476
2223	3	88	1476
2224	4	71	591
2225	3	88	1476
2226	3	88	1476
2227	No	#	#
2228	No	#	#
2229	No	#	#
2230	No	#	#
2231	No	#	#
2232	No	#	#
2233	No	#	#
2234	No	#	#
2235	No	#	#
2236	No	#	#
2237	No	#	#
2238	No	#	#
2239	No	#	#
2240	No	#	#
2241	3	81	1147
2242	3	80	1147
2243	No	#	#
2244	No	#	#
2245	No	#	#
2246	No	#	#
2247	No	#	#
2248	No	#	#
2249	No	#	#
2250	No	#	#
2251	No	#	#
2252	No	#	#
2253	No	#	#
2254	No	#	#
2255	No	#	#
2256	No	#	#
2257	No	#	#
2258	1	97	720
2259	3	98	667
2260	No	#	#
2261	No	#	#
2262	No	#	#
2263	No	#	#
2264	No	#	#
2265	No	#	#
2266	No	#	#
2267	No	#	#
2268	No	#	#
2269	No	#	#
2270	No	#	#
2271	7	95	1062
2272	No	#	#
2273	7	79	663
2274	No	#	#
2275	No	#	#
2276	1	73	121
2277	3	100	371
2278	2	71	1130
2279	No	#	#
2280	No	#	#
2281	2	84	116
2282	3	45	687
2283	5	81	1400
2284	No	#	#
2285	No	#	#
2286	No	#	#
2287	No	#	#
2288	3	88	687
2289	3	92	773
2290	3	94	797
2291	No	#	#
2292	No	#	#
2293	No	#	#
2294	5	93	729
2295	No	#	#
2296	3	96	1147
2297	No	#	#
2298	3	70	1315
2299	3	95	1146
2300	2	90	423
2301	No	#	#
2302	2	90	423
2303	No	#	#
2304	1	56	436
2305	No	#	#
2306	No	#	#
2307	3	89	1220
2308	No	#	#
2309	No	#	#
2310	No	#	#
2311	2	17	1204
2312	2	17	1204
2313	2	17	1204
2314	2	17	1204
2315	3	45	1509
2316	No	#	#
2317	6	95	42
2318	No	#	#
2319	No	#	#
2320	No	#	#
2321	5	100	57
2322	No	#	#
2323	No	#	#
2324	No	#	#
2325	No	#	#
2326	No	#	#
2327	No	#	#
2328	No	#	#
2329	No	#	#
2330	5	93	57
2331	No	#	#
2332	No	#	#
2333	1	66	436
2334	No	#	#
2335	5	94	996
2336	No	#	#
2337	No	#	#
2338	5	87	761
2339	No	#	#
2340	5	95	763
2341	No	#	#
2342	6	96	1137
2343	No	#	#
2344	No	#	#
2345	No	#	#
2346	3	82	590
2347	2	78	116
2348	No	#	#
2349	2	78	116
2350	2	78	116
2351	3	88	151
2352	No	#	#
2353	1	93	720
2354	3	97	1040
2355	No	#	#
2356	No	#	#
2357	No	#	#
2358	2	69	423
2359	No	#	#
2360	No	#	#
2361	No	#	#
2362	3	98	118
2363	No	#	#
2364	4	91	1330
2365	No	#	#
2366	No	#	#
2367	No	#	#
2368	4	80	386
2369	2	61	423
2370	No	#	#
2371	4	90	386
2372	No	#	#
2373	No	#	#
2374	No	#	#
2375	No	#	#
2376	No	#	#
2377	No	#	#
2378	No	#	#
2379	No	#	#
2380	4	88	1101
2381	No	#	#
2382	No	#	#
2383	3	56	570
2384	No	#	#
2385	No	#	#
2386	3	54	349
2387	3	96	590
2388	4	75	1187
2389	3	63	124
2390	3	63	124
2391	3	63	124
2392	3	63	124
2393	3	63	124
2394	3	63	124
2395	No	#	#
2396	No	#	#
2397	No	#	#
2398	No	#	#
2399	No	#	#
2400	No	#	#
2401	1	83	121
2402	No	#	#
2403	No	#	#
2404	No	#	#
2405	3	25	1509
2406	3	26	1509
2407	1	16	869
2408	2	90	1198
2409	No	#	#
2410	No	#	#
2411	No	#	#
2412	No	#	#
2413	5	91	891
2414	No	#	#
2415	No	#	#
2416	7	61	532
2417	3	83	590
2418	3	84	390
2419	No	#	#
2420	No	#	#
2421	No	#	#
2422	No	#	#
2423	2	30	1204
2424	7	66	1215
2425	No	#	#
2426	4	100	581
2427	No	#	#
2428	No	#	#
2429	No	#	#
2430	No	#	#
2431	No	#	#
2432	No	#	#
2433	No	#	#
2434	No	#	#
2435	No	#	#
2436	No	#	#
2437	No	#	#
2438	3	75	565
2439	2	96	169
2440	2	96	169
2441	8	89	1303
2442	2	96	169
2443	No	#	#
2444	No	#	#
2445	No	#	#
2446	No	#	#
2447	No	#	#
2448	2	99	322
2449	6	98	273
2450	No	#	#
2451	No	#	#
2452	No	#	#
2453	3	89	1220
2454	1	84	720
2455	No	#	#
2456	No	#	#
2457	No	#	#
2458	No	#	#
2459	No	#	#
2460	7	93	1332
2461	No	#	#
2462	No	#	#
2463	No	#	#
2464	No	#	#
2465	No	#	#
2466	No	#	#
2467	5	97	41
2468	No	#	#
2469	No	#	#
2470	No	#	#
2471	No	#	#
2472	No	#	#
2473	No	#	#
2474	2	97	1204
2475	No	#	#
2476	No	#	#
2477	No	#	#
2478	No	#	#
2479	No	#	#
2480	No	#	#
2481	No	#	#
2482	No	#	#
2483	No	#	#
2484	2	79	1502
2485	No	#	#
2486	No	#	#
2487	2	94	169
2488	2	36	616
2489	4	99	669
2490	9	79	1239
2491	7	85	559
2492	No	#	#
2493	4	49	809
2494	7	85	113
2495	3	47	687
2496	No	#	#
2497	3	45	803
2498	4	92	455
2499	No	#	#
2500	No	#	#
2501	No	#	#
2502	No	#	#
2503	No	#	#
2504	No	#	#
2505	No	#	#
2506	3	99	1479
2507	5	100	388
2508	2	69	116
2509	No	#	#
2510	No	#	#
2511	No	#	#
2512	No	#	#
2513	No	#	#
2514	No	#	#
2515	No	#	#
2516	No	#	#
2517	No	#	#
2518	2	61	423
2519	No	#	#
2520	No	#	#
2521	No	#	#
2522	No	#	#
2523	No	#	#
2524	No	#	#
2525	No	#	#
2526	No	#	#
2527	No	#	#
2528	6	81	1048
2529	No	#	#
2530	7	92	1325
2531	No	#	#
2532	No	#	#
2533	3	74	647
2534	5	86	1057
2535	6	82	1398
2536	1	89	720
2537	No	#	#
2538	No	#	#
2539	7	75	785
2540	No	#	#
2541	No	#	#
2542	No	#	#
2543	No	#	#
2544	No	#	#
2545	No	#	#
2546	No	#	#
2547	No	#	#
2548	No	#	#
2549	No	#	#
2550	No	#	#
2551	No	#	#
2552	No	#	#
2553	No	#	#
2554	No	#	#
2555	No	#	#
2556	No	#	#
2557	No	#	#
2558	No	#	#
2559	No	#	#
2560	No	#	#
2561	No	#	#
2562	No	#	#
2563	No	#	#
2564	No	#	#
2565	2	82	167
2566	No	#	#
2567	No	#	#
2568	No	#	#
2569	No	#	#
2570	No	#	#
2571	No	#	#
2572	No	#	#
2573	No	#	#
2574	No	#	#
2575	No	#	#
2576	No	#	#
2577	No	#	#
2578	No	#	#
2579	4	97	1203
2580	2	74	228
2581	2	74	228
2582	2	74	228
2583	2	74	228
2584	2	74	228
2585	2	74	228
2586	5	89	610
2587	2	96	169
2588	No	#	#
2589	2	100	169
2590	No	#	#
2591	No	#	#
2592	No	#	#
2593	3	63	68
2594	4	76	1390
2595	No	#	#
2596	4	76	1390
2597	5	99	1395
2598	4	76	1390
2599	4	76	1390
2600	4	95	668
2601	5	81	1400
2602	6	81	1401
2603	4	81	1059
2604	5	81	1400
2605	4	95	668
2606	4	95	668
2607	5	57	1031
2608	2	70	563
2609	6	97	1404
2610	2	70	563
2611	2	70	563
2612	2	70	563
2613	2	70	563
2614	No	#	#
2615	No	#	#
2616	No	#	#
2617	No	#	#
2618	No	#	#
2619	No	#	#
2620	No	#	#
2621	3	88	1476
2622	4	71	591
2623	3	88	1476
2624	3	88	1476
2625	4	71	591
2626	3	88	1476
2627	3	88	1476
2628	No	#	#
2629	No	#	#
2630	No	#	#
2631	No	#	#
2632	No	#	#
2633	No	#	#
2634	No	#	#
2635	No	#	#
2636	No	#	#
2637	No	#	#
2638	No	#	#
2639	No	#	#
2640	No	#	#
2641	No	#	#
2642	3	81	1147
2643	3	80	1147
2644	No	#	#
2645	No	#	#
2646	No	#	#
2647	No	#	#
2648	No	#	#
2649	No	#	#
2650	No	#	#
2651	No	#	#
2652	No	#	#
2653	No	#	#
2654	No	#	#
2655	No	#	#
2656	No	#	#
2657	No	#	#
2658	No	#	#
2659	1	97	720
2660	3	98	667
2661	No	#	#
2662	No	#	#
2663	No	#	#
2664	No	#	#
2665	No	#	#
2666	No	#	#
2667	No	#	#
2668	No	#	#
2669	No	#	#
2670	No	#	#
2671	No	#	#
2672	7	95	1062
2673	No	#	#
2674	7	79	663
2675	No	#	#
2676	No	#	#
2677	1	73	121
2678	3	100	371
2679	2	71	1130
2680	No	#	#
2681	No	#	#
2682	2	84	116
2683	3	45	687
2684	5	81	1400
2685	No	#	#
2686	No	#	#
2687	No	#	#
2688	No	#	#
2689	3	88	687
2690	3	92	773
2691	3	94	797
2692	No	#	#
2693	No	#	#
2694	No	#	#
2695	5	93	729
2696	No	#	#
2697	3	96	1147
2698	No	#	#
2699	3	70	1315
2700	3	95	1146
2701	2	90	423
2702	No	#	#
2703	2	90	423
2704	No	#	#
2705	1	56	436
2706	No	#	#
2707	No	#	#
2708	3	89	1220
2709	No	#	#
2710	No	#	#
2711	No	#	#
2712	2	17	1204
2713	2	17	1204
2714	2	17	1204
2715	2	17	1204
2716	3	45	1509
2717	No	#	#
2718	6	95	42
2719	No	#	#
2720	No	#	#
2721	No	#	#
2722	5	100	57
2723	No	#	#
2724	No	#	#
2725	No	#	#
2726	No	#	#
2727	No	#	#
2728	No	#	#
2729	No	#	#
2730	No	#	#
2731	5	93	57
2732	No	#	#
2733	No	#	#
2734	1	66	436
2735	No	#	#
2736	5	94	996
2737	No	#	#
2738	No	#	#
2739	5	87	761
2740	No	#	#
2741	5	95	763
2742	No	#	#
2743	6	96	1137
2744	No	#	#
2745	No	#	#
2746	No	#	#
2747	3	82	590
2748	2	78	116
2749	No	#	#
2750	2	78	116
2751	2	78	116
2752	3	88	151
2753	No	#	#
2754	1	93	720
2755	3	97	1040
2756	No	#	#
2757	No	#	#
2758	No	#	#
2759	2	69	423
2760	No	#	#
2761	No	#	#
2762	No	#	#
2763	3	98	118
2764	2	82	116
2765	4	91	1330
2766	No	#	#
2767	No	#	#
2768	No	#	#
2769	4	80	386
2770	2	61	423
2771	No	#	#
2772	4	90	386
2773	No	#	#
2774	No	#	#
2775	No	#	#
2776	No	#	#
2777	No	#	#
2778	No	#	#
2779	No	#	#
2780	No	#	#
2781	4	88	1101
2782	No	#	#
2783	No	#	#
2784	3	56	570
2785	No	#	#
2786	No	#	#
2787	3	54	349
2788	3	96	590
2789	4	75	1187
2790	3	63	124
2791	3	63	124
2792	3	63	124
2793	3	63	124
2794	3	63	124
2795	3	63	124
2796	No	#	#
2797	No	#	#
2798	No	#	#
2799	No	#	#
2800	No	#	#
2801	No	#	#
2802	1	83	121
2803	No	#	#
2804	No	#	#
2805	No	#	#
2806	3	25	1509
2807	3	26	1509
2808	1	16	869
2809	2	90	1198
2810	No	#	#
2811	No	#	#
2812	No	#	#
2813	No	#	#
2814	5	91	891
2815	No	#	#
2816	No	#	#
2817	7	61	532
2818	3	83	590
2819	3	84	390
2820	No	#	#
2821	No	#	#
2822	No	#	#
2823	No	#	#
2824	2	30	1204
2825	7	66	1215
2826	No	#	#
2827	4	100	581
2828	No	#	#
2829	No	#	#
2830	No	#	#
2831	No	#	#
2832	No	#	#
2833	No	#	#
2834	No	#	#
2835	No	#	#
2836	No	#	#
2837	No	#	#
2838	No	#	#
2839	3	75	565
2840	2	96	169
2841	2	96	169
2842	8	89	1303
2843	2	96	169
2844	No	#	#
2845	No	#	#
2846	No	#	#
2847	No	#	#
2848	No	#	#
2849	2	99	322
2850	6	98	273
2851	No	#	#
2852	No	#	#
2853	No	#	#
2854	3	89	1220
2855	1	84	720
2856	No	#	#
2857	No	#	#
2858	No	#	#
2859	No	#	#
2860	No	#	#
2861	7	93	1332
2862	No	#	#
2863	No	#	#
2864	No	#	#
2865	No	#	#
2866	No	#	#
2867	No	#	#
2868	5	97	41
2869	No	#	#
2870	No	#	#
2871	No	#	#
2872	No	#	#
2873	No	#	#
2874	No	#	#
2875	2	97	1204
2876	No	#	#
2877	No	#	#
2878	No	#	#
2879	No	#	#
2880	No	#	#
2881	No	#	#
2882	No	#	#
2883	No	#	#
2884	No	#	#
2885	2	79	1502
2886	No	#	#
2887	No	#	#
2888	2	94	169
2889	2	36	616
2890	4	99	669
2891	9	79	1239
2892	7	85	559
2893	No	#	#
2894	4	49	809
2895	7	85	113
2896	3	47	687
2897	No	#	#
2898	3	45	803
2899	4	92	455
2900	No	#	#
2901	No	#	#
2902	No	#	#
2903	No	#	#
2904	No	#	#
2905	No	#	#
2906	No	#	#
2907	3	99	1479
2908	5	100	388
2909	2	69	116
2910	No	#	#
2911	No	#	#
2912	No	#	#
2913	No	#	#
2914	No	#	#
2915	No	#	#
2916	No	#	#
2917	No	#	#
2918	No	#	#
2919	2	61	423
2920	No	#	#
2921	No	#	#
2922	No	#	#
2923	No	#	#
2924	No	#	#
2925	No	#	#
2926	No	#	#
2927	No	#	#
2928	No	#	#
2929	6	81	1048
2930	No	#	#
2931	7	92	1325
